Name,Actual_PublishMonth,Predicted_PublishMonth
In Search of Our Mothers' Gardens: Womanist Prose,5,2
The Google Book,1,10
Creating Health: How to Wake Up the Body's Intelligence,9,5
The Stream of Life,6,1
Statistical Problem Solving,5,1
Cornbread Nation 2: The United States of Barbecue,10,9
The Ultimate Guide to Pregnancy for Lesbians: Tips and Techniques from Conception Through Birth: How to Stay Sane and Take Care of Yourself,4,12
1876,2,3
Let's Celebrate God's Blessings on Thanksgiving,7,12
AutoCAD Programming/Customizing Quick Reference,11,1
Luxury Toys,11,4
Beloved Strangers: Interfaith Families in Nineteenth Century America,10,12
Quranic Studies,12,11
Liberty Before Liberalism,1,5
The World System in the Thirteenth Century: Dead-End or Precursor?,5,1
Myron,4,1
El mÃ³vil,3,5
"Over the Moon: A Collection of First Books: Goodnight Moon, The Runaway Bunny, and My World",9,12
Rutherford B. Hayes: Warrior and President,1,1
National Survival in Dependent Societies: Social Change in Canada and Poland,11,1
Nixon Volume #3: Ruin and Recovery 1973-1990,10,3
Thrasher Skate and Destroy: The First 25 Years of Thrasher Magazine,5,3
An Imperial Vision: Indian Architecture And Britain's Raj,4,1
Yoshiwara Pleasure Quarters of Old Tokyo,12,12
Traditional Feeding of Farm Animals,3,1
Racism & Xenophobia in European Football,12,1
Sensation,11,12
Elvis Costello: A Singing Dictionary,10,1
"Quine and Davidson on Language, Thought and Reality",2,1
"Greenpeace: How a Group of Journalists, Ecologists and Visionaries Changed the World",8,6
Bill Evans: How My Heart Sings,8,4
Careers: An Organisational Perspective,6,7
"The Forgotten Language: An Introduction to the Understanding of Dreams, Fairy Tales, and Myths",10,1
The Gates of Memory: Australian People's Experiences and Memories of Loss and the Great War,2,12
Evolution: The Triumph of an Idea,9,3
The One Safe Place,8,9
Moralists and Modernizers: America's Pre-Civil War Reformers,8,6
Henry R. Luce and the Rise of the American News Media,7,1
Booty: Girl Pirates on the High Seas,1,10
The Mayan Glyph,6,7
Snoopy's Facts & Fun Book about Seasons: Based on the Charles M. Schulz Characters,1,1
Credit Risk Measurement: New Approaches to Value at Risk and Other Paradigms,3,11
Mystics and Zen Masters,11,6
Moon Handbooks Coastal Oregon,1,10
A Mouth Like Yours,8,2
"Nature, Change, and Agency in Aristotle's Physics: A Philosophical Study",9,8
"A Concise History of the Modern World, Fourth Edition: 1500 to the Present:  A Guide to World Affairs",9,5
Armenia: Portraits of Survival and Hope,9,1
A Framework for Human Resource Management,11,1
The Bead Book,12,12
Thucydides: Book I,6,1
Growing Up with My Grandfather: Memories of Harry S. Truman,5,9
Wildflowers of the Appalachian Trail,4,2
Edith Wharton and the Visual Arts,10,1
Poetic Maneuvers: Hans Magnus Enzensberger and the Lyric Genre,4,1
MicrosoftÂ® Office VisioÂ® 2003 Inside Out,11,1
Sweet Memphis Crush,1,1
Qu'est-Ce Que La Causalite?: Hume Et Kant,4,1
Henry Ford and the Jews: The Mass Production Of Hate,12,12
Hospital for Sinners,3,1
The Live Albom,12,1
Rock Springs,4,8
Love and Other Infectious Diseases: A Memoir,11,11
"Electrical Insulation for Rotating Machines: Design, Evaluation, Aging, Testing, and Repair",1,1
La FÃ©e carabine,10,5
"Showcase Presents: The Brave and the Bold: The Batman Team-Ups, Vol. 1",1,3
"Pictures of Perfection (Dalziel & Pascoe, #14)",9,5
Blame! #1,3,5
Fanon: The Postcolonial Imagination,6,10
Elizabeth Zimmermann's Knitting Workshop Book,11,8
Der Konflikt Zwischen Geist Und Sinnlichkeit in Thomas Manns -Tod in Venedig-,12,1
Postmodern Literary Theory: An Anthology,2,6
Dreamkeepers,10,9
"Nights in Black Satin (Nights, #1)",7,1
The Unmistakable Touch of Grace: How to Recognize and Respond to the Spiritual Signposts in Your Life,2,9
The Press,5,10
Art in a City,12,1
The Game of Silence,6,6
The Literate Communist: 150 Years of the Communist Manifesto,4,1
Taking Sides: Clashing Views on Political Issues,8,9
Co-Operative Security: Reducing Third World Wars,8,1
The Rules of Perspective: A Novel,2,3
"Quasars, Pulsars and Black Holes (Library of the Universe)",3,11
State of Fear,11,10
Inside Rhinoceros 3,8,6
Daiches Poems in English,12,1
Digital Dilemmas and Solutions,2,1
The Rainforest Race,10,3
The Baby Emergency (Tennengarrah Clinic #1),6,4
The Mask of Circe,9,1
"Equivocal Beings: Politics, Gender, and Sentimentality in the 1790s--Wollstonecraft, Radcliffe, Burney, Austen",6,12
The Surgical Review: An Integrated Basic and Clinical Science Study Guide,8,12
Swords and Sword Makers of England and Scotland,5,1
Stanley Park,9,2
"Angel on the Square (Angel on the Square, #1)",1,9
Peacemaking Among Primates,9,12
Breaking Ranks: Turbulent Travels in the Promised Land,9,8
Dark Piper,3,1
Looking Awry: An Introduction to Jacques Lacan through Popular Culture,9,9
Snow Fun,1,12
Bad Girls of Pulp Fiction,2,2
You Don't Have to Live with Cystitus  Rv,12,5
Cars,10,9
Exploration by Land,4,1
The Guillotine Squad,5,3
The Saga of Grettir the Strong,5,5
Der -Indirekte Arbeitgeber-: Untersuchung Der Soziooekonomischen Deutungsrelevanz Des Theologisch Fundierten Begriffs Aus Der Enzyklika -Laborem Exercens- Von Papst Johannes Paul II. (14.9.1981) Bezueglich Aktueller Entwicklungen Auf Den Arbeitsmaerkten,3,1
Workers' Culture in Weimar Germany: Between Tradition and Commitment,5,1
"Somewhere Between Life and Death (Erin Bennett, #1)",10,1
On Call,11,1
The Healing Power of Neurofeedback: The Revolutionary LENS Technique for Restoring Optimal Brain Function,4,6
Excel 2002 Power Programming with VBA,7,1
Jim Marshall - The Father of Loud: The Story of the Man Behind the World's Most Famous Guitar Amplifiers,12,8
Lady Killer/Secret Admirer,4,5
"The Death Collectors (Carson Ryder, #2)",5,5
Dead Birds,10,12
Cloud's Rider (Finisterre #2),9,10
The End of Karma,10,12
"A Complete Guide to the Futures Markets: Fundamental Analysis, Technical Analysis, Trading, Spreads, and Options",6,4
Evolution as a Religion (Routledge Classics),3,5
"May Bird Among the Stars (May Bird, #2)",5,10
"A New Song (Mitford Years, #5)",8,2
"Emily Dickinson Is Dead (Homer Kelly, #5)",7,3
Mosby's Review Questions & Answers for Veterinary Boards: Clinical Sciences,10,1
Simple Courage: A True Story of Peril on the Sea,6,8
Howard Stern: King of All Media,3,9
Those Damned Rebels,9,4
Chinese Women and Christianity 1860-1927,1,1
"Left Behind: A Graphic Novel of the Earth's Last Days (Book 1, Volume 5)",12,11
New Visions for the Developmental Assessment of Infants and Young Children,12,1
Climber's and Hiker's Guide to the World's Mountains & Volcanos,6,1
Simple Traditions: 14 Quilts to Warm Your Home,6,10
Stalin's Folly,6,8
"Sagwa, the Chinese Siamese Cat",9,10
Book of Days: Living the New Rebellion,10,11
"Indigo Girls: Rites of Passage - Piano, Vocal, Guitar",9,5
"Morgen war Krieg (Tomorrow, #1)",2,9
Thunder in the East: The Nazi-Soviet War 1941-1945,2,3
Common Wealth: Economics for a Crowded Planet,4,12
Around the House: Fun with Words (Fun With Words),2,1
Calculus: Single and Multivariable,12,6
We Drink From Our Own Wells,10,4
William Langland,1,1
Liberation from Liberalization: Gender and Globalization in South East Asia,11,12
"Chief Executives of Texas: From Stephen F. Austin to John B. Connally, Jr.",12,12
"Place Names of the World Volume 1, Europe: Historical Context, Meanings, and Changes",3,1
The Body in the Ivy (Faith Fairchild Mysteries),10,4
Economics For Dummies,4,4
"The Blue, the Gray and the Red",1,8
Conversations with Shelby Foote,3,9
Essays of Ralph Waldo Emerson,12,5
Around the Lord's Table,8,1
Blood on the Lens: A Filmmaker's Quest for Truth in Afghanistan,10,1
Al-Kemi (Cloth),1,1
Risk Revolution: The Threat Facing America and Technology's Promise for a Safer Tomorrow,7,10
Far Afield,4,1
"10-Minute Tech, Volume 2: Over 600 Time and Money Saving Ideas from Fellow RVers",1,4
Willa Cather and the Politics of Criticism,1,6
This Is My Beloved,6,1
Cliffs Notes on Hemingway's The Sun Also Rises,5,7
The Virtuoso Pianist: Sixty Exercises Complete for the Piano,4,5
Happening: Design for Events,11,1
Ali and Munsif Abbasi's No Worry Curries: Authentic Indian Home Cooking,10,1
"Chinese Painting Style: Media, Methods, and Principles of Form",8,1
Saint Anthony of Padua: Fire and Light (Encounter the Saints #1),3,6
Missing Link,12,10
Dogs (Baby Einstein),4,11
Roman War Machine,6,12
Anne Morrow Lindbergh: First Lady of the Air,10,8
"Gai-Jin (Asian Saga, #3)",4,5
The African Queen,9,4
"Food Culture in the Near East, Middle East, and North Africa",12,4
A Year in the Maine Woods,11,12
Remembering the End: Dostoevsky as Prophet to Modernity,3,7
Natural Discourse: Toward Ecocomposition,2,10
"C for Dummies, Volume One & Two Bundle",4,12
Architecture in the Scandinavian Countries,12,12
"Back to Bologna (Aurelio Zen, #10)",9,9
"The Wicked (Vampire Huntress, #8)",9,6
The New Life/La Vita Nuova: A Dual-Language Book (Dover Dual Language Italian) (Italian and English Edition),12,1
Chains of Command,5,9
Forbidden Erotica,7,5
Die Rache / Das Urteil. Zwei spannende Thriller.,3,1
The Tempest: A Case Study In Critical Controversy,3,5
"The Book of Wizard Craft: In Which the Apprentice Finds Spells, Potions, Fantastic Tales  50 Enchanting Things to Make",6,2
"The Power (The Secret Circle, #3)",11,11
Time Flies and Other Short Plays,1,1
Rationing Justice: Poverty Lawyers and Poor People in the Deep South,1,1
Is It a Lost Cause?: Having the Heart of God for the Church's Children,9,11
The Ulysses Voyage,1,12
Classic Essays on Twentieth-Century Music: A Continuing Symposium,12,6
A Journey to the Rivers: Justice for Serbia,1,3
Wings of Denial: The Alabama Air National Guard's Covert Role at the Bay of Pigs,3,8
The Adventures of Hajji Baba of Ispahan,9,5
How to Prepare for the MAT: Miller Alalogies Test,9,12
Shoot First and Ask Questions Later: Media Coverage of the 2003 Iraq War,2,1
Contract with the World,4,11
The Final Foucault,3,1
The Kids' Fun Book of Jewish Time,8,12
Complete Spanish: The Basics (Book) (LL(R) Complete Basic Courses),7,11
"Making Words, Grade 1: Lessons for Home or School",4,4
Disposable People?: The Plight of Refugees,12,1
The Queen of the What Ifs,4,9
From Iraq to Armageddon: The Final Showdown Approaches,1,1
"Audacity, Privateer Out of Portsmouth: Continuing the Account of the Life and Times of Geoffrey Frost, Mariner, of Portsmouth, in New Hampshire ...",2,1
Fast Track to CAE - Workbook,9,1
The Dalton School: The Transformation of a Progressive School,4,1
Astro Turf: The Private Life of Rocket Science,2,12
The Feast of Saint Abraham: Medieval Millenarians and the Jews,10,10
Fenway Park: Legendary Home of the Boston Red Sox,10,1
Soon to Be A Major Motion Picture,11,12
Le silence des armes,1,12
Angus Wilson: A Biography,9,11
William James and the Affirmation of God,7,1
"Everything Changes (Baby-Sitters Club Friends Forever Super Special, #1)",7,4
Maigret's Boyhood Friend,6,9
The Golden Bough,12,3
Agriculture Non-Point Source Pollution Control: Good Management Practices--The Chesapeake Bay Experience,7,1
Literature: The Evolving Canon,12,9
Cryptography for Dummies,1,4
"Kiss Of The Bees (Walker Family, #2)",1,5
Rascal,9,5
Edie: Girl on Fire,11,9
The Practice of System and Network Administration,6,2
The Carpenter's Lady,8,3
Provisions & Politics: Recipes Honoring First Lady Sarah Childress Polk From The James K. Polk Memorial Association,1,1
Baguazhang: Fighting Secrets of the Eight Trigram Palms,7,10
I May Be Wrong but I Doubt It,10,7
The Marriage Contract,5,8
"In Comes I: Performance, Memory And Landscape (Exeter Performance Studies) (Exeter Performance Studies)",1,2
Memory  Remembering  Forgetting,1,1
"The Making, Shaping, and Treating of Steel",1,3
The Pornographer Diaries,7,11
Criminal Investigation: A Method for Reconstructing the Past,1,9
The Man in the Maze,1,12
Calling All Heroes: A MANUAL FOR TAKING POWER,1,12
"Minorities, Peoples and Self-Determination: Essays in Honour of Patrick Thornberry",11,1
Claude Monet: 1840-1926 (Basic Series),9,7
"Aquarium Sharks & Rays: An Essential Guide to Their Selection, Keeping, and Natural History",3,1
How I Raised Myself From Failure to Success in Selling,4,9
Poles Apart a Study in Contrasts,9,9
The Early Stories,4,9
The English Novel At Mid Century: From The Leaning Tower,7,1
The Autobiography of Giambattista Vico,2,8
Latin American Politics and Development,7,10
Valkyrie Profile: Lenneth:  Official Strategy Guide,7,8
"Sushi in Bombay, Jetlag in L.A. Unterwegs in einer Welt ohne Grenzen.",9,6
"The Church of Santa Maria Donna Regina: Art, Iconography and Patronage in Fourteenth Century Naples",12,1
Vegetarian,6,8
Views from Our Shoes: Growing Up with a Brother or Sister with Special Needs,1,4
"Corinne, or Italy",1,1
In Search of the Woman Warrior: Role Models for Modern Women,3,9
"AIDS, a Self-Care Manual",9,1
The Autism Book: Answers to Your Most Pressing Questions,4,12
Healing Yourself the Cosmic Way: Based on the I Ching,12,10
Dead Reckoning: Tales of the Great Explorers 1800-1900,3,12
Felisberto HernÃ¡ndez y el pensamiento filosÃ³fico,6,1
Thoughts of a Grasshopper,1,10
Ward 81,1,1
"Girlfriend, You Are A B.A.B.E.!: Beautiful, Accepted, Blessed, Eternally Significant",1,4
"The History of Foreign Investment in the United States, 1914-1945",6,9
Ghost Wolf of Thunder Mountain,11,9
Saints and Strangers,12,4
"Speech & Power: The African-American Essay and Its Cultural Content, from Polemics to Pulpit (Dark Tower Series)",11,1
Egon Schiele: Watercolors and Drawings,9,1
Looking for Alibrandi,5,7
Plotting Terror: Novelists and Terrorists in Contemporary Fiction,6,9
Laws for Creations,4,1
Hemingway Adventure,9,6
On the Wing: To the Edge of the Earth with the Peregrine Falcon,10,7
PRAXIS I: PPST (REA) - The Best Test Prep for the Pre-Professional Skills Test (Test Preps),8,4
The Smallest Muscle in the Human Body,4,1
John Simpson: The Queen's Gallery,7,10
Social Capital Versus Social Theory,10,5
"Censored Books II: Critical Viewpoints, 1985-2000",1,1
Mansfield Monopoly Power 3ed (Problems of the modern economy),5,1
The Mirror and the Lamp: Romantic Theory and the Critical Tradition,9,6
"When Stories Come to School: Telling, Writing, and Performing Stories in the Early Childhood Classroom",9,9
Crisis Management in the Tourism Industry,2,5
Super Foods for Super Kids: And Everyone Else Too!,11,1
The Making of Inside the Wright Brothers: In Search of Form and Meaning VII,11,10
Certain Hope: An Encouraging Word from Hebrews,10,1
Night of the Aurochs,11,1
From Concept to Wall Street: A Complete Guide to Entrepreneurship and Venture Capital,9,7
Function Theory of Several Complex Variables - Stock # Chel,1,1
"Partner in Crime (J.P. Beaumont, #16 / Joanna Brady, #10)",7,3
Berengaria: In Search of Richard the Lionheart's Queen,10,9
GM Nova/Chevy II 1962-79,1,1
"The River at Green Knowe (Green Knowe, #3)",4,7
A Sor Juana Anthology,2,3
A Jackass at Every Turn!: How to Act Like an American When Everyone Around You Will Not!,10,12
Yoga Sutras of Patanjali: With Great Respect and Love,11,3
Nailed by the Heart,5,12
Let's Count,2,11
Dreams of the Woman Who Loved Sex: A Collection,1,7
Mind Beyond Death,3,1
"Leading from the Lockers, Student Edition",7,10
How Much is That Guinea Pig in the Window?,10,1
Wild Women of a Certain Age,4,9
Fugitives from Justice: The Notebook of Texas Ranger Sergeant James B. Gillett,1,1
"John Smith's Chesapeake Voyages, 1607-1609",5,1
"Heartbreaker (Babymouse, #5)",12,9
Jazz Classic Standards,4,1
Stereoelectronic Effects (Oxford Chemistry Primers),7,5
Midwest Gardener's Handbook,5,8
Larry McMurtry and the Victorian Novel,12,3
HÃ©lÃ¨ne Cixous: Live Theory,6,7
Letter to My Daughter,3,1
The Classic Zucchini Cookbook: 225 Recipes for All Kinds of Squash,6,6
Notes of a Piano Tuner,5,2
"Make No Mistake (Nancy Drew: Files, #56)",2,5
Choose the Right Word: A Contemporary Guide to Selecting the Precise Word for Every Situation,4,3
Lexi-Comp's Drug Interactions Handbook,7,6
The Headless Haunt: And Other African-American Ghosts Stories,9,4
Madonna Nudes 1979,12,12
The Accidental Diva,5,2
Battle Pieces: The Civil War Poems of Herman Melville,10,10
At the Same Time: Essays and Speeches,3,2
The Ionian Mission (Aubrey & Maturin #8),1,1
"Language & Silence: Essays on Language, Literature, and the Inhuman",12,2
Never Tease A Wolf,3,1
Museum Security and Protection: A Handbook for Cultural Heritage Institutions,7,1
"The Holy Jumping-Off Place: An Introduction to the Way of the Heart, Revealed by Heart-Master Da Love-Anand",1,12
The Diaries of Adam and Eve,7,3
The Story of Mormonism and the Philosophy of Mormonism,6,1
